50.0	381862.5	8318.000234876614
100.0	381862.5	8318.000234876614
150.0	381662.5	8099.460674393658
200.0	380887.5	8196.484989250717
250.0	378562.5	8105.350725079278
300.0	375987.5	7537.0079701414215
350.0	372162.5	7528.271964508517
400.0	368667.5	7715.386939801801
450.0	365787.5	7471.357967780425
500.0	361672.5	8213.064719408047
550.0	357012.5	7576.23446364671
600.0	356127.5	7286.975306821219
650.0	353282.5	7488.686583238433
700.0	350537.5	7598.698004539827
750.0	348417.5	6899.041588564367
800.0	346502.5	7132.352929251847
850.0	344927.5	7615.131229384083
900.0	342600.0	7260.566261969134
950.0	341865.0	7624.4043543102225
1000.0	339532.5	6749.398747890415
